SeqId	Reference
20545-17	1098.8
20546-71	2404.2
20547-5	145.7
20549-1	1030.7
2055-4	143.7
20550-38	8439
20553-2	316.9
20557-19	181.1
20558-4	526
2056-5	194.2
20561-15	1747.3
20562-78	969.5
20563-48	178.4
20564-53	679.3
20568-3	597.5
2057-6	101.7
20570-18	717.6
20572-6	1029.2
20574-8	485.9
20575-82	1043
20576-71	6482.4
20577-5	6584
20578-10	783.3
20579-50	618.3
2058-7	201.6
20581-42	1073.8
20584-4	1471.4
20585-5	3767.1
20585-9	132.5
20586-18	2378.4
20589-5	342.1
20590-13	2158.2
20591-48	1997.3
20592-8	1417.5
20593-10	1689.6
2060-9	1254.9
2061-10	325.1
20912-10	1377.8
20913-27	7928.5
20915-68	1067.7
20918-28	1204.2
20921-1	1045
20922-4	162.1
20923-10	6058.4
20924-85	1637.8
20926-31	883.3
20927-43	470.1
20928-39	425.7
20929-4	1064.8
20931-156	2842.9
20932-10	1581.3
20934-13	379.5
20935-4	6104.7
20936-8	547.5
20937-43	631.5
20939-113	928.7
20941-7	2879.1
20942-4	1497.1
20943-14	11326.8
20946-41	519.8
20947-50	3283.8
20948-16	927
20950-159	13609.3
20952-15	7084.5
20953-34	2791.9
20954-27	561.4
20955-20	1973.1
20956-13	912.6
20957-57	562
20958-13	2691.4
20959-12	586
20960-47	3281.4
20964-13	480.6
20965-18	2921.5
20966-7	568.2
20967-137	1128.5
20968-22	1675.2
20969-114	363.6
20970-14	8592
20971-1	1309
20972-37	4927.1
20975-2	230.1
20976-19	2127.4
20977-2	438.4
20979-86	657.3
20982-29	386.5
20984-142	906.2
20986-58	1201.4
20987-21	819.3
20988-63	1926
20990-48	289.4
20991-2	3370.8
20993-13	523.2
20994-37	2986.4
20995-47	1959.1
20996-107	1244.8
20998-19	4931.5
20999-12	1411.9
21000-40	500.9
21001-393	1574.3
21002-1	5287.9
21008-113	1005.4
21009-28	663.9
21104-37	6927.6
21105-23	1188.2
21106-206	606.9
21107-5	7215.1
21108-5	3305.5
21109-1	6041.1
21110-5	1224.2
21111-49	1776.2
21112-6	6072.6
21113-3	647.7
21114-18	432.2
21115-48	22054.2
21116-13	307.2
21117-18	166.8
21118-48	1751.4
21119-1	683.5
21120-3	1047.8
21121-31	168.5
21122-3	1398.6
21123-1	421.4
21124-17	1425.2
21126-27	3609.6
21128-2	2343.6
21129-95	3702.1
21130-82	7609.2
21131-109	2159.6
21132-9	284.2
21133-33	1398.8
21134-9	576.9
21135-16	1343.8
21136-1	2259.2
21138-2	362.9
21140-19	798.6
21141-9	968.5
21143-10	877.8
21144-160	1081.6
21146-187	266.7
21147-9	1236.7
21149-27	945.8
21152-25	1479.1
21153-5	5059.5
21154-8	2667.5
21156-5	674.9
21157-6	1446.9
21160-4	3037.8
21161-16	435.4
21162-30	11459.2
21163-21	1915.4
21164-83	256.6
21166-1	5001.8
21167-33	726
21172-11	2882.5
21173-25	537.3
21178-8	1973.7
21180-16	731.8
21181-10	1462.5
21182-8	813
21183-1	283.5
21184-1	289.3
21188-38	3680.8
21189-9	2994.5
21190-4	2243.2
21191-24	509.2
21193-1	568.2
21194-39	10682.8
21196-29	594.8
21203-14	1093
21204-70	748.2
21206-218	1640.5
21207-1	1350.5
21208-163	1007.8
21210-33	473.2
21217-20	1185.6
21219-7	691.3
21220-11	4062.2
21221-67	3391.9
21227-18	3020.2
21229-5	2759.9
21231-3	522.5
21232-39	2132.1
21234-7	5418.1
21235-11	2876.4
21236-12	5641.9
21237-24	956
21238-40	6199.5
21239-31	1091.7
21240-6	2026.7
21241-1	1110.1
21244-57	2192.1
21247-16	587.1
21249-115	4549.5
21255-2	1334.9
21260-74	823.7
21269-198	411.9
21271-53	1071.6
21272-100	269.7
21276-11	2711.9
21280-13	1262.7
21281-13	8228.5
21282-21	242.2
21286-29	1136.3
21289-36	646.5
21290-66	1505.3
21306-7	2184.2
21308-44	2902.2
21310-37	1582.2
21311-22	250.4
21314-11	662.4
21317-25	927.9
21319-196	191.2
21321-2	375.8
21322-60	487.1
21323-2	12445.5
21326-28	1736.9
21327-12	288.9
21328-2	660.8
21329-66	2022.6
21330-13	2064.3
21331-19	5008.2
21338-44	365.7
21339-19	636.2
21340-38	570.2
21341-19	1540
21342-25	1168
21343-3	506.5
21344-31	752.5
21345-93	2780.1
21346-71	500.4
21348-22	545.2
21349-2	1299.7
21350-29	478.2
21351-8	2476.3
21354-92	348.1
21355-4	1526.1
21356-6	682
21357-12	1123.4
21359-17	212.6
21360-27	1031.8
21361-8	596.6
21365-5	221.7
21366-7	987.1
21367-63	1047.5
21368-46	1027.2
21369-15	18433.8
21370-45	1561.1
21371-12	388.5
21373-8	4118.1
21375-34	1613.2
21378-7	1287.8
21379-30	2134.4
21380-77	725.5
21381-73	1087.7
21382-70	4280.2
21383-37	13583.4
21384-2	9262.9
21385-5	463.2
21387-64	2960.6
21389-32	2522.9
21390-68	670.1
21391-17	2271
21392-15	610.6
21393-62	6257.9
21395-23	2171.7
21397-21	2348.3
21403-39	915.8
21406-25	21252.8
21415-212	712
21426-88	1315.5
21429-50	1062.5
21430-4	2053.1
21433-3	14473.2
21435-143	1794.1
21436-56	531.9
21437-77	11847.1
21438-45	5159
21439-37	1761.9
21440-9	629.5
21441-20	2920.1
21444-40	560.8
21445-40	15311.3
21450-333	1204.2
21452-3	9739.3
21457-141	970.5
21464-2	688.5
21475-137	3276.4
21476-43	198.4
21477-105	4073.4
21478-20	7686.2
21480-2	692.7
21483-155	17197.7
21487-20	1282.8
21491-7	36910.3
21492-19	1892.2
21495-134	5020.1
21497-32	18409.3
21498-3	3147.9
21499-17	1517.7
21501-30	2126.6
21503-12	429.6
21504-41	3679.7
21507-48	974.9
21508-7	6701.1
21509-29	851.6
21510-24	636.1
21512-6	1138.8
21513-1	447.4
21514-1	2377.8
21515-61	774.6
21521-17	2173.3
21523-71	467.1
21524-14	2684.1
21526-88	1681.6
21528-12	657.2
21529-6	1583
21533-51	605
21535-5	3848.9
21536-65	3282.1
21537-33	3885.2
21539-139	2023.2
21540-73	28613.3
21544-4	1311
21545-51	744.7
21546-20	1501.8
21547-6	4985.6
21548-20	1410.6
21549-144	4416.5
21552-9	12350.5
21555-17	3101.6
21562-3	2112.7
21563-3	21785.2
21567-214	1285.8
21569-49	3329.5
21572-91	316.4
21574-106	537.8
21577-35	2476.9
21579-35	284.8
21581-87	8199
21583-14	1456.1
21588-4	934.3
21589-80	514.6
21590-9	1989.9
21592-8	1382.8
21595-8	8064.6
21599-6	336
21600-10	2834.9
21604-2	1062.3
21614-2	1093
21624-64	762.9
21628-6	834.5
21636-63	915.8
21638-5	422.1
21643-8	1015.4
21645-6	589.8
21647-9	389.1
21649-12	13993
21651-9	13016.6
21653-205	2332
21655-18	2231.8
21658-15	2611.5
21660-4	4523.5
21661-82	71108.9
21662-121	442
21663-149	4356.6
21664-6	488.8
21667-57	418.9
21670-52	1130.2
21674-132	554.5
21676-17	3705.4
21679-16	3312.6
21681-10	839.4
21685-29	10068.2
21687-3	967.2
21688-50	2528.9
21690-31	7034.4
21691-27	1060.4
21692-12	688.2
21693-14	2752.1
21696-80	2459.8
21697-57	2339
21698-11	2455.6
21703-31	1234.5
21704-8	545.4
21705-33	1334.8
21706-29	2288.8
21707-15	1142.2
21708-149	15428
2171-12	84021.7
21710-16	262.5
21711-86	490.8
21713-11	6734
21715-40	288.1
21716-29	376.1
21717-44	1183.2
21718-150	264
21720-13	896.9
21721-6	1201.9
21722-21	1974.1
21724-22	2889.2
21726-73	821.9
21727-15	1799.2
21728-4	253.3
21730-56	598.4
21732-78	322.9
21733-11	226.6
21734-36	590.4
21736-60	1356.8
21737-20	2653.6
21739-7	826.5
21740-26	285.6
21742-43	668.2
21743-1	3187.1
21746-13	1125.2
21747-114	7840.6
21747-8	1732.5
21748-36	889
21750-25	292
21751-6	2605.4
21752-10	641.8
21754-5	814.2
21755-27	765.8
21756-5	8101.1
21757-49	697.8
21758-65	334.1
21759-23	398.7
21760-22	7027.2
21761-213	619
21762-32	255.8
21763-46	1136.5
21764-99	603.5
21765-10	1007.8
21766-50	11517.1
21767-129	3160.8
21768-9	5983.1
21769-10	4900.8
21770-18	718.3
21771-47	1093.9
2178-55	9962.6
21780-15	970.1
21781-9	2012.1
21786-25	3520.4
21793-4	6003.1
21796-43	3592.9
21797-4	24371.3
21799-15	5791.8
21802-53	10671.5
21804-15	4324
21810-50	2221.4
21811-20	1452
21813-171	1735.5
21814-13	1859.5
21815-7	6766.3
21817-5	25205.8
21819-9	1176.3
2182-54	81484.6
21821-9	2206.9
21823-5	5262.5
21827-7	6883.1
21828-6	4402.3
21829-8	10390
21832-31	1702.7
21833-6	5425.6
21834-8	1936.9
21836-9	1118.8
21837-3	498
21839-3	888.6
21848-18	20634.2
21849-2	5586.6
21853-3	2367.9
21856-59	2084.9
21857-26	10905.4
21858-25	1054.8
21861-8	12184.1
21862-145	13843.5
21863-11	5714
21864-20	18327.7
21875-31	4844.6
21876-266	1661.7
21883-17	16543
21885-196	2878.3
21887-2	1900.8
21889-2	964.8
21891-31	14350.1
21895-36	1976.8
21897-4	1303
21899-36	9219.1
2190-55	3852.4
21901-14	1017.3
21903-6	329.5
21905-10	421.1
21909-10	612.7
21909-2	1524.2
21911-17	492.9
21913-5	1823.7
21915-2	1701.6
21916-82	1910.5
2192-63	670.9
21923-24	2416.6
21925-15	1465.5
21926-24	11400.6
21929-53	953.4
21931-16	658.4
21931-27	402.9
21933-7	56152.2
21935-16	808.1
21939-6	5298.3
2194-91	22307.6
21940-12	1994.8
21942-14	686.8
21943-170	933.3
21945-4	5114.7
21946-79	583.8
21949-4	916
21951-32	1267.8
21955-36	4944.1
21957-12	909.3
21958-4	2544.5
21961-14	803.8
21963-48	19245.5
21967-20	7609.9
21969-5	579
21971-47	2418.8
21975-22	2013
21976-4	901.2
21979-12	1296.2
21979-8	831.4
21981-2	535.2
21985-61	2235.9
21987-76	2853.2
21989-12	3001.9
21991-79	3076.1
21995-20	789.9
21996-28	3435.2
21999-61	957.5
22001-23	1386.5
22003-4	3041.8
22005-8	1791.1
22007-1	2194.8
22009-1	900.6
2201-17	21925.2
22010-36	3793.1
22013-6	1391.4
22015-2	1733
22019-21	1836.7
22023-3	772.4
22027-13	1257.8
22033-32	10957.9
22033-7	388.1
22034-61	3031.8
22037-47	14499.8
22041-26	8885.6
22043-174	2684.3
22045-8	1565
22047-46	2061.8
22049-24	100846.5
22050-19	2065
22055-31	4737.8
22057-9	768.8
22059-56	2593.4
22063-20	2606.9
22065-32	1991.2
22068-5	5046.9
22070-5	2408.6
22071-38	1578.8
22073-47	1917.9
22074-35	526.8
22075-16	340.1
22076-34	281.8
22077-46	1935.3
22078-4	1424.2
22080-22	5485
22082-25	942.4
22083-60	795
22085-86	571.8
22086-2	294.4
22088-3	2336.7
22089-13	2261.7
22091-14	970
22092-43	5277.2
22094-15	2845.4
22095-29	279.8
22098-10	1882.6
22099-1	581
22103-25	1234.9
22104-39	264.5
2211-9	7252.1
22112-30	1345.2
22113-2	1540
22114-4	2857.2
22115-2	631.5
22116-9	310
22118-7	1261.3
22119-18	1952.5
2212-69	5699.6
22120-4	1415.8
22121-43	374.9
22123-15	429.4
22124-94	6395.6
22125-9	362.2
22128-8	723.6
22129-55	503.1
22134-1	424.5
22136-9	344.9
22137-3	481.2
22140-6	1338
22141-59	2050.5
22142-4	2226
22143-6	405
22144-65	1509.6
22146-20	580.6
22147-19	765.4
22148-135	2374.8
22149-2	733
22150-2	563
22151-48	316
22152-162	886.2
22154-37	58257.3
22155-44	5907.9
2229-54	2557.8
22363-31	184.8
22365-52	251.6
22367-17	540.2
22369-12	1070.3
22371-46	4099.8
22374-56	641.3
22375-15	685
22376-95	303.5
22377-27	733.2
22378-2	770.8
22381-1	11674.7
22383-21	231.8
22385-2	1803.9
22386-11	602.7
22387-26	697.2
22391-34	541.5
22392-5	661
22393-130	318.9
22394-8	560.9
22395-7	558.5
22397-2	219.2
22398-5	567.8
22401-26	349.8
22402-12	1770.2
22403-13	651.6
22404-4	456.8
22405-61	355.4
22414-127	772
22417-10	293.5
22421-79	337.1
22429-13	560.7
22430-15	712.8
22431-164	671
22432-83	918
22445-2	194.8
22465-43	5020.3
22466-27	5713
22467-94	1065.6
22468-54	17212.2
22469-103	797.2
2247-20	248.4
22472-4	5756.8
22474-28	9534.6
22476-115	955
22479-64	2612.3
22481-15	836.8
22482-87	1687.2
22483-109	959.2
22484-17	5118.6
22485-1	717.2
22486-58	1656.7
22488-17	8575.5
2249-25	264.4
22490-16	376.3
22491-10	1347.5
22492-108	1491.1
22496-21	5693.6
22499-15	1145.2
22500-9	1630.5
22503-24	483.6
22504-3	416.6
22505-24	200.8
22506-25	292.5
22508-2	558.8
22509-9	4920.9
22510-6	459.4
22511-28	400.3
22512-18	888.4
22514-12	1717.8
22516-30	1748.5
22517-106	1095.5
22518-54	5500.9
22521-13	254.2
22523-4	290.5
22525-9	234.6
22526-81	1808.2
22527-4	5968.9
22528-1	2962.2
22529-31	676.9
22530-111	703
22531-44	983.3
22532-59	3777.3
22533-95	1335.5
22534-14	3265.8
22536-1	336.9
22537-5	2286.9
22540-129	880.1
22541-46	713.9
22544-10	7231.6
22545-20	1482.5
22547-17	1410
22548-18	5361.8
22549-73	9454.1
22553-4	394.9
22554-101	580.7
22557-68	845.2
22560-1	36918.9
22561-3	319.9
22563-4	718.3
22564-5	9132.6
22566-53	3143.4
22568-7	893.1
22569-55	463.4
22572-19	41454.1
22576-1	2444.8
22576-2	4300.2
22577-24	9581.9
22578-17	6627.5
22579-93	343.8
22580-29	811.5
22583-47	1180.5
22584-2	873.9
22585-5	4437.5
22586-24	1198.8
22587-37	7762.9
22588-35	443.6
22589-3	3662.9
22590-68	878.6
22591-4	2006.1
2273-34	502.4
22770-22	1501.6
22771-6	1726.8
22772-125	2454.2
22773-69	2254.4
22774-20	1874.3
22776-40	391.8
22777-46	2707.2
22779-75	676.8
2278-61	43851.4
22782-80	2774.6
22783-40	678.6
22784-4	474.1
22786-57	3190.1
22787-39	601.4
22788-10	2257.7
22792-21	1759.8
22793-110	1321.5
22795-17	2108.9
22796-17	4493.2
22797-20	2302.1
22798-111	4952.7
22799-17	982.4
22800-24	1530.6
22801-83	467.1
22802-13	763.6
22805-18	2066.1
22806-1	1725.3
22808-59	3633.1
22809-32	1455.5
22810-41	327.4
22811-5	1838.8
22812-4	3644.5
22813-5	3882.1
22814-1	513.4
22815-4	3596
22816-4	939.2
22817-126	1293.1
22818-4	3555.8
22821-50	5442
22824-53	16278.7
22826-2	2274.9
22831-11	585.9
22832-9	2430.4
22833-74	9650.3
22834-21	1008.7
22838-39	1181.4
22839-23	1101
22841-16	2618.1
22842-85	1170.9
22844-4	724.9
22845-3	1081.7
22847-18	5714.1
22857-5	2290.6
22858-3	67137.6
22862-44	2263.3
2288-7	86.8
22946-55	696.1
22948-13	415.9
22950-6	939.2
22952-28	466.6
22953-85	1050.7
22954-10	4297.5
22955-28	544.5
22958-6	2426.4
22959-32	691.3
22960-8	9039.4
22961-7	3411.1
22963-3	579.4
22966-20	8592.5
22967-15	607.6
22968-9	1548.8
22969-12	339
22970-8	1278.5
22972-26	23953.3
22973-8	8135.6
22974-25	2344.2
22977-18	622.1
22978-13	532.2
22980-37	378.2
22981-3	1428.8
22984-10	36414.7
22985-160	45080.3
22987-69	1293.1
22989-24	741.4
22990-20	2803.1
22991-9	3425.2
22992-6	996.1
22993-9	2098.8
23000-22	272.3
23002-27	568.1
23006-19	655.7
23007-8	7293.2
23008-4	1273.9
23016-24	916.4
23017-17	1192.2
23018-4	11259
23020-18	1387.7
23022-5	873.7
23023-21	631.3
23024-25	843.8
23028-49	658.8
23029-3	1570.8
23030-4	45060.6
23031-6	759.9
23034-13	606.3
23037-37	713.3
23038-63	6698.7
23039-56	261.8
2305-52	1649
2312-13	122.6
23148-100	2128.8
23152-49	329.1
23153-14	1697.8
23156-146	1318.5
23161-3	1607.3
23162-36	2509.8
23164-8	254.9
23173-3	5613.2
23176-17	6396.4
23178-95	1179.8
23181-2	583.3
23183-6	4908.1
23187-9	1188.7
23200-25	3280.1
23202-78	235.2
23203-3	2296.4
23210-4	1580.7
23212-8	1868.1
23213-21	1704.7
23224-11	574.3
23225-26	368.2
23226-42	2449.2
23228-2	1564.6
23241-27	1485.6
23242-2	591.9
23243-120	3286.2
23245-5	3582.7
23246-67	768.5
23248-1	174.9
23250-3	357.6
23252-4	1322.3
23253-5	1166.2
23254-31	276.9
23255-7	480.1
23256-21	327.5
23257-14	1250.5
23258-56	1630.2
23259-23	2601
23261-27	1031.8
23262-11	635.3
23263-9	1504
23264-42	1698.7
23265-15	43367.3
23266-62	1098.6
23267-5	377.7
23268-15	837.6
23269-40	2883.6
23270-14	317.2
23271-20	1502.4
23272-8	1865.2
23273-42	462
23274-27	884.2
23275-9	3841.2
23276-14	237.3
23278-13	3704.2
23280-9	828.5
23281-29	2499.2
23282-19	723.5
23283-9	1349.5
23284-5	2068.1
23285-51	1557.7
23286-2	1332.4
23287-109	2475.9
23288-28	338.7
23289-25	314.4
23290-3	3070.6
23291-18	1639.5
23292-1	429.1
23293-15	1051.8
23294-19	1391.8
23296-29	1887.2
23298-148	2096.5
23299-52	355.6
2330-2	1966.7
23300-3	3560.1
23301-2	387.9
23302-19	2356.2
23303-131	773.2
23304-1	1848.3
23305-38	4608.9
23306-37	1945.4
23307-7	3711.7
23308-31	516.7
23309-11	911.9
23310-51	2891.5
23311-19	1296.7
23312-16	1230.5
23314-46	572
23315-30	1235.3
23317-10	4890.4
23318-60	2418.4
23319-6	1148.8
23320-11	1406.6
23321-42	287.6
23322-2	17812.5
23323-25	930.2
23324-6	1878.2
23325-18	2975.6
23326-10	7012.1
23327-1	391.9
23329-52	7396.5
2333-72	1386.8
23330-12	610.7
23334-21	490.1
23335-31	128.2
23336-2	879.5
23337-54	1612.8
23339-46	531.2
23340-37	1252.8
23341-16	970
23342-4	539.9
23343-6	253.4
23345-2	2059.3
23349-5	1391.8
23350-66	474.2
23351-59	3721.8
23352-9	260.5
23354-12	2193.7
23356-32	346.5
23358-42	1827.6
23359-25	5751.4
23361-20	646.6
23362-26	710.2
23363-41	2249.7
23364-3	1098.1
23365-7	636.1
23366-15	1309
23367-8	509.4
23369-17	2659.7
23370-39	968.2
23371-5	42826
23372-112	3045.2
23373-77	1401.2
23374-42	1154
23375-4	184.4
23376-56	5367.2
23378-29	277.1
23379-60	213.6
23380-16	1712.1
23381-8	881
23382-30	499.2
23384-19	272
23385-18	2736.8
23386-38	2163.7
23387-18	25455.8
23389-28	584.4
23390-6	3694.5
23391-20	2935.3
23392-41	608.3
23393-56	801.8
23394-125	463.5
23395-5	359.1
23396-21	7152.5
23398-1	1190.8
23399-35	1110
23401-3	1793.2
23402-147	2500.8
23403-64	929.2
23404-16	1365.7
23405-33	350.5
23406-3	737.6
23407-9	763
23408-1	685.2
23409-83	1085.2
23410-46	3048.6
23411-108	2713.3
23413-38	1097.2
23414-12	2296.9
23416-47	9413
23418-66	2403.7
23422-47	903.5
23424-4	996
23425-19	570.3
23426-1	22025.3
23518-7	386.9
23519-91	1315
23520-60	2665
23521-29	4065.6
23522-1	4104.8
23523-14	2937.1
23524-2	2835.9
23525-27	1841.2
23526-25	647.5
23528-199	865.5
23529-11	401
23530-3	473.5
23531-79	452.7
23534-27	339.9
23535-3	4872.9
23536-14	341.9
23537-4	2776.8
23540-3	2398.9
23541-61	1332
23542-8	9097
23543-92	1566.8
23544-10	2833.6
23545-6	2494.4
23546-9	706.8
23547-21	1426
23550-10	1517
23551-15	1782.4
23553-1	600.5
23554-2	3943.9
23555-11	572.6
23556-4	813.2
23557-110	2878.7
23558-33	2592.6
23559-10	9315.1
23560-154	5237.4
23561-4	856.4
23564-83	628.8
23566-6	6463.2
23567-37	2084.8
23568-41	849.5
23569-53	4043.9
23570-87	707.8
23571-93	12837.8
23572-186	238.2
23575-58	2162.8
23576-46	3427.5
23578-6	2836.3
23579-3	932.4
2358-19	4874.1
23580-2	398.4
23581-131	1493.4
23584-2	704.1
23586-32	506.9
23588-9	6267.5
23589-21	862
2359-65	65.2
23591-9	4505.4
23593-14	2912.5
23594-2	685.8
23595-6	1488.3
23596-17	532.2
23597-11	3428.4
23601-43	3854.1
23602-35	796.6
23605-3	1413
23606-18	523.1
23607-1	310.9
23611-16	723.9
23615-4	11925
23616-4	185.8
23617-15	1347.4
23618-23	390
23619-235	186
23620-16	731.9
23621-326	5631.4
23622-128	5680.9
23623-48	539.2
23624-34	2310.4
23625-44	1520
23627-3	514.5
23629-4	671
23631-1	10151
23632-22	3007.2
23637-55	389.6
23638-3	554.4
23639-93	457.7
23640-10	7739.9
23643-22	4023
23644-19	28890.7
23645-49	1010.5
23646-5	1800.8
23648-36	671.4
23649-6	424.5
23650-2	633.3
23652-15	248.1
23654-6	1154.2
23656-9	2055.9
23657-102	394.7
23658-1	539.8
23659-2	15137.4
23660-112	468.4
23661-61	351.7
23662-10	591.1
23663-28	995
23664-17	789.6
23665-35	2053.8
23666-35	1971.8
23668-281	2535.1
23669-20	1711.2
23670-11	376.4
23671-11	678.4
23672-10	2175.4
23673-9	1250.6
23675-16	5550.9
23677-30	6146.2
23678-132	280.8
23679-43	594.7
23680-1	1057.7
23682-79	2043.1
23683-79	233.2
23685-132	970.2
23686-44	994.5
23687-27	1044.4
23689-52	1750.2
23690-228	725.4
23691-2	2061.5
23692-19	1468.2
23693-4	1928.5
23694-3	6458.2
23695-1	491.5
23696-256	4162.2
23699-61	411.1
23700-42	701.4
23702-98	2043.6
23703-8	26596.8
23704-11	1178.3
23705-42	7909.4
23706-13	1821.2
23767-1	4341.2
23771-17	506.8
23783-22	2151.5
2381-52	38011.1
23903-3	2813.6
23915-18	24143.6
23923-26	2062.1
23929-159	610.5
23949-12	264.9
23967-8	3666.7
23981-172	332.6
24011-27	1561.4
24013-6	1541.8
24023-35	3858
24027-32	599.9
24050-26	2649.2
24055-44	2942.1
24111-10	1264.5
24179-48	1036.1
2418-55	9373
24201-86	3412.2
2421-7	1036.7
24211-25	1016.1
24215-8	2953.9
24216-30	1112.8
24217-2	490.9
24221-3	2295
24222-10	1295.4
24223-5	1526.5
24226-30	16100.2
24235-2	17854.3
24236-46	770.4
24237-115	557.2
24244-81	2383.8
24245-2	925.4
24247-13	1527.9
24251-44	1096.8
24252-85	614.9
24253-5	2229.9
24255-38	2660.5
24256-7	630.6
24259-24	722.5
24260-4	2750.1
24261-202	803.8
24263-6	810.8
24265-6	560.1
24266-2	902.6
24267-24	1015.9
24268-21	1888.2
24271-9	2149.2
24273-43	296.1
24276-171	411
24277-22	778
24278-4	2647.3
24279-30	1535.8
24286-48	1209
24289-1	1569.6
2429-27	10819.2
24290-5	1133.7
24293-39	18593.1
24294-13	473.1
24299-1	1763.3
2430-52	40646.7
24304-3	727.8
24307-22	5176.6
24309-14	220.9
2431-17	1548.6
24314-9	909.3
24316-10	757.5
24318-13	4854.7
24319-19	679.4
24320-3	379.9
24321-67	882.2
24322-1	1105.5
24323-43	1614.4
2436-49	5832.1
24407-31	3028.6
24408-30	4296.6
24409-2	1278.8
2441-2	437.6
24411-144	2366.4
24412-1	9426.5
24413-96	895
24414-3	30965.6
24416-20	1642.4
24417-22	1377.5
24418-14	330
24419-3	539
24420-57	715.6
24422-36	1195.9
24423-9	803.5
24424-25	1997.8
24425-8	8620.7
24426-15	1415.2
24426-191	2844.8
24427-33	1526.5
24428-76	564.2
2443-10	2173.9
24430-11	535
24431-32	623.5
24432-3	3204.6
24434-16	4355.5
24435-1	14744
24436-23	5433.2
24437-6	382.7
24440-11	1329.8
24441-7	1470.3
24443-8	1955.3
24444-10	363.6
24445-38	572.5
24446-65	921
24447-26	1032.1
24449-11	277.9
24450-96	1118.3
24453-75	566.4
24454-27	470.7
24455-2	1086.1
24456-3	557.5
24457-12	4986.1
24459-15	9306.9
24462-4	882.5
24463-1	1372.7
24465-28	335.6
24468-36	1151.5
24469-10	1353
2447-7	460.9
24470-20	508.9
24471-2	685.8
24472-28	327.6
24473-11	462.1
24474-12	890.4
24475-45	21944
24476-18	2585.1
24479-25	1815.6
24485-32	2916.1
24486-1	1619.1
24487-95	2298.2
24488-8	1407
24489-34	427
2449-1	602
24490-16	2437.6
24493-10	2835.6
24494-67	1575.2
24496-26	702.7
24497-8	1620.8
24499-36	1424.6
24634-1	1315.8
24635-25	751.8
24636-9	825.2
24637-3	904.2
24638-3	3086.3
24640-63	362.6
24641-10	2238.1
24642-21	708.6
24643-21	1553.8
24645-2	315
24646-47	678.8
24647-3	3417.3
24648-8	462.1
24649-11	638
24651-1	4886.7
24654-13	2855.2
24655-23	8859.2
24656-6	772.6
24658-98	463.8
24659-6	1878.7
24661-4	693.4
24662-78	953.1
24664-3	543.8
24665-48	583.2
24667-27	1141
24669-12	12259.6
24670-1	1562.4
24671-15	16398.6
24674-22	6546.4
24675-2	251.8
24676-105	572.3
24677-106	3985.4
24678-10	464.7
24679-35	3205.8
2468-62	305.2
24680-51	1542.8
24681-2	2950.4
24682-35	6713
24683-11	385.3
24684-7	1292.5
24685-12	2552.3
24686-19	1082
24687-18	1172.8
24688-9	639.2
24689-9	2445.9
24690-1	529.7
24693-5	1605.2
24694-158	27957.6
24695-8	477.2
24696-14	763.6
24697-48	804.8
24698-12	744.2
24699-20	5534.1
24701-21	505.6
24702-31	786.1
24704-38	785
24706-73	538
24707-6	435
24708-7	1042.9
24710-1	571.1
24711-21	563.6
24712-6	510.6
24713-4	995.5
24717-26	9160.3
24718-8	510.4
24720-10	278
24721-17	3121.6
24722-13	310.7
24723-58	5011.1
24724-4	538.3
24725-4	974.4
2474-54	71823.4
2475-1	23248.8
2480-58	18546.3
24891-54	940.2
24892-8	619.8
24895-25	2342.4
24896-5	327.1
24898-39	2616.1
24899-13	1511.7
24900-46	1954.1
24901-4	8034.1
24902-84	293.4
24903-7	796.9
24904-121	2937.4
24905-22	491
24907-3	2607.8
24908-19	1201.4
24909-40	3343.9
24910-18	669.5
24911-57	790.7
24912-40	562
24914-10	594.2
24915-123	3881.3
24917-95	266.7
24920-6	524.5
24921-73	749.8
24922-19	2693.4
24923-27	667.8
24926-9	6718.1
24928-20	1653.2
24929-26	495.2
24931-9	719.2
24934-96	8007.9
24935-62	406.5
24937-7	1822.7
24938-7	1776.2
24940-3	1289
24941-14	725.1
24942-22	2164.4
24944-12	275.6
24945-16	1492.9
24946-9	276.2
24947-40	334.1
24948-79	1044.3
24950-21	2566.4
24951-3	1047.5
24952-28	660.8
24953-27	306.5
24954-83	849.8
24955-116	210.6
24956-1	590.9
24957-6	1612
24958-3	1188.5
24959-20	1360.1
24960-48	451.5
24962-7	578.2
24963-1	618.7
24967-4	459.2
24968-10	730.5
24970-117	619.1
24971-2	2615.1
24973-11	1380.7
24975-3	458.1
24977-18	2865.8
24979-17	4140.4
24981-8	1697.1
24982-33	440.5
24983-119	1227.8
2500-2	386.4
2501-51	26582.3
25033-194	17833.7
25036-10	869.9
25037-4	1313.3
25038-5	533.2
25039-10	643.3
25041-11	3405.1
25042-3	17512.2
25043-74	5172.2
25048-30	44076.3
25049-8	12192.6
2505-49	1132
25050-82	1653.8
25051-104	1736.6
25052-3	877
25053-1	2308.4
25054-15	1190.7
25055-56	894.7
25057-2	1986.3
25058-23	482.7
25059-18	1640.6
25060-18	1250.6
25061-8	2128.8
25064-34	263.2
25065-22	1339.4
25066-32	459.6
25068-131	2553.6
25070-18	2641.8
25072-11	445.8
25073-13	5183.9
25074-119	973.5
25075-2	821.7
25076-2	1183.2
25078-13	1669.2
25080-16	1782.3
25081-6	1150.6
25082-3	697.4
25083-26	2670.2
25085-37	3732.2
